,BBLE,BLOCK,LOT,EASEMENT,OWNER,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,STADDR,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,EXCD2,PERIOD,YEAR,VALTYPE,manhattan_score,euclidean_score,autoencoder_score,weighted_score
4,1006950027E,695,27,E,CONRAIL,U6,3,0,0,,0,0,0,0,0,,WEST 23 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
481,1012651109,1265,1109,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,4319140,471179,1943613,471179,1943613,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,471179.0,1691869.0,471179.0,1691869.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
2502,1012830021,1283,21,,MIDTOWN TRACKAGE VENT,O4,4,200,400,52.0,585000000,43380000,263250000,0,61173000,1985.0,270 PARK AVENUE,10017.0,,200,400,44244000.0,254404067.0,,61173000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
4631,1012820030E,1282,30,E,PENN CENTRAL RAILROAD,U1,3,0,0,,0,0,0,0,0,,EAST 46 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
5502,1012651096,1265,1096,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,2933126,319977,1319907,319977,1319907,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,319977.0,1148948.0,319977.0,1148948.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
8105,1000060001E,6,1,E,DEPT OF PARKS AND REC,Z7,4,191,349,,135000,24750,60750,0,0,,WATER STREET,10004.0,,0,0,22518.0,56502.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
8170,4158510048F,15851,48,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,BEACH 42 STREET,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
9692,4158530060H,15853,60,H,,U1,3,0,0,,0,0,0,0,0,,EDGEMERE AVENUE,,X4,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
11984,1010690008E,1069,8,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,WEST 40 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
11991,1010770029E,1077,29,E,,U6,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
12223,1009390021E,939,21,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
12721,1010850001E,1085,1,E,CONRAIL CORP,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
14780,1000160150,16,150,,WFP TOWER D CO LP,O4,4,343,293,33.0,401000000,46350000,180450000,46350000,180450000,3390.0,250 VESEY PLACE,10282.0,,125,125,46350000.0,193290000.0,46350000.0,193290000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
15406,1021780002F,2178,2,F,NYC & HRR CO,U1,3,0,0,,0,0,0,0,0,,RIVERSIDE DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
16307,1006650010E,665,10,E,,U1,3,0,0,,0,0,0,0,0,,12 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
18631,1010810039E,1081,39,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,10 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
19302,1012651004,1265,1004,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9375072,819316,4218782,0,1390259,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,819316.0,3709605.0,,1390259.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
19471,1012651005,1265,1005,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,17454588,1731145,7854565,0,2003712,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1731145.0,6937397.0,,2003712.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
20132,1012651100,1265,1100,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3195611,348611,1438025,348611,1438025,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,348611.0,1251768.0,348611.0,1251768.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
21883,1007290006E,729,6,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
22269,2055160001,5516,1,,EDGEWATER PARK OWNRSE,A8,1D,417,500,1.0,6385000,136920,257887,67979,67979,1010.0,8C EDGEWATER PARK,10465.0,,14,36,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
22920,4059170001,5917,1,,THE CITY OF NEW YORK,V3,1B,2000,2200,,279670117,16780207,16780207,16780207,16780207,4500.0,423 ABBOT ROAD,11359.0,X3,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
23465,1012800030F,1280,30,F,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
26857,1012651018,1265,1018,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9855380,1075126,4434921,1075126,4434921,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1075126.0,3860504.0,1075126.0,3860504.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
28592,1012651084,1265,1084,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,15017374,1638253,6757818,1638253,6757818,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1638253.0,5882534.0,1638253.0,5882534.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
28608,4162290041,16229,41,,FIRST ROCKAWAY COAST,D1,2,85,100,6.0,1020000,97650,459000,0,0,,131 OCEAN PROMENADE,11697.0,,72,85,97650.0,704160.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
30008,1009390001E,939,1,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
30645,1021790625F,2179,625,F,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,PINEHURST AVENUE,10040.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
32628,3085900600,8590,600,,PARKS AND RECREATION,Q1,4,143,128,,223680000,99697500,100656000,99697500,100656000,2231.0,3000 FLATBUSH AVENUE,11234.0,X1,0,0,94219384.0,95177884.0,94219384.0,95177884.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
33199,1021390001,2139,1,,PRESBYTERIAN HSP CITY,I1,4,549,446,14.0,310000000,9000000,139500000,9000000,139500000,1401.0,161 FT WASHINGTON AVENUE,10032.0,X7,160,145,8113680.0,125698680.0,8113680.0,125698680.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
34793,2055070001,5507,1,,SILVER BEACH GARDENS,A8,1D,201,604,1.0,9455000,206273,382415,68291,68291,1010.0,SILVER BEACH,10465.0,,16,30,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
35855,1021690053E,2169,53,E,NYC DEPT OF HIGHWAYS,U4,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
37190,1000163846,16,3846,,HYCODE USA LLC,R4,2,0,0,31.0,460712,23365,207320,23365,207320,6800.0,2 RIVER TERRACE,10282.0,,0,0,8544.0,210136.0,8544.0,210136.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
37943,1012651082,1265,1082,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,4375427,477320,1968942,477320,1968942,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,477320.0,1713921.0,477320.0,1713921.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
39672,1012651016,1265,1016,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,8677265,946606,3904769,946606,3904769,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,946606.0,3399014.0,946606.0,3399014.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
48286,1012910038E,1291,38,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,PARK AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
49304,1012970023,1297,23,,"405 LEXINGTON, L.L.C.",O4,4,200,205,68.0,394000000,38250000,177300000,38250000,177300000,1606.0,395 LEXINGTON AVENUE,10017.0,X7,200,205,38250000.0,162880000.0,38250000.0,162880000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
49565,1012800010E,1280,10,E,NYC DEPT OF HIGHWAYS,U1,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
52066,4002700002F,270,2,F,NYC DEPT PUBLIC WORKS,U7,3,0,0,,0,0,0,0,0,,QUEENS BOULEVARD,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
58006,4000650004J,65,4,J,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
60606,1013730001E,1373,1,E,,U9,3,0,0,,0,0,0,0,0,,281 MAIN STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
61184,1017750006H,1775,6,H,,V1,4,0,0,,23700,10665,10665,0,0,,,,,0,0,4623.0,4623.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
62519,1012651039,1265,1039,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10066736,1098186,4530031,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1098186.0,3943296.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
62710,1012850036E,1285,36,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,PARK AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
67334,1009390020E,939,20,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
69388,2055140062,5514,62,,"PIETROPAOLO, MICHAEL",A8,1D,200,550,1.0,10600000,232547,422812,111454,111454,1010.0,6D EDGEWATER PARK,10465.0,,20,43,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
70526,1022150671G,2215,671,G,OWASCO RAILWAY INC,U9,3,0,0,,0,0,0,0,0,,80 WEST 225 STREET,10463.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
72783,4004320029F,432,29,F,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,HUNTER STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
76028,1007080001F,708,1,F,,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
78803,3085900700,8590,700,,U S GOVERNMENT OWNRD,V9,4,117,108,,4326303700,1946836665,1946836665,1946836665,1946836665,2231.0,FLATBUSH AVENUE,,X1,0,0,848484666.0,848484666.0,848484666.0,848484666.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
79147,1008100001,810,1,,MACY'S EAST INC,K3,4,179,680,19.0,272000000,56700000,122400000,0,0,,441 7 AVENUE,10001.0,,179,680,56700000.0,112117399.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
79514,1012651022,1265,1022,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9741046,1062653,4383471,1062653,4383471,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1062653.0,3815718.0,1062653.0,3815718.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
81045,4163300060,16330,60,,DEPT RE-CITY OF NY,Z9,4,5380,2010,1.0,134000000,59400000,60300000,59400000,60300000,4600.0,326 ROCKAWAY POINT BLVD,11697.0,X3,20,100,53820000.0,54720000.0,53820000.0,54720000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
81211,1006920028E,692,28,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
84347,1012651008,1265,1008,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,11283813,1230957,5077716,1230957,5077716,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1230957.0,4420042.0,1230957.0,4420042.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
85220,1012651020,1265,1020,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9880496,1077867,4446223,1077867,4446223,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1077867.0,3870340.0,1077867.0,3870340.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
85785,1014880045,1488,45,,RIVER PARK CP,D3,2,170,204,33.0,54800000,9225000,24660000,2090,2090,1017.0,500 EAST 77 STREET,10162.0,,170,204,9225000.0,26442000.0,2090.0,2090.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
88292,1013081101,1308,1101,,"BP 399 PARK AVENUE,",R5,4,200,405,42.0,595000000,49500000,267750000,0,0,,399 PARK AVENUE,10022.0,,0,0,49500000.0,251861400.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
88500,1012651076,1265,1076,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10829148,1177376,4873117,0,949393,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1177376.0,4319569.0,,949393.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
89056,3002500044,250,44,,16 COURT STREET OWNER,O3,4,100,125,37.0,34600000,2448000,15570000,0,1350000,1985.0,16 COURT STREET,11241.0,,92,125,2448000.0,14913993.0,,1350000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
89561,1017300045E,1730,45,E,,U9,3,0,0,,0,0,0,0,0,,WEST 135 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
90024,1010000029,1000,29,,1211 6TH AVENUE SYNDI,O4,4,200,440,45.0,648000000,134550000,291600000,0,15742350,1985.0,1211 AVENUE OF THE AMER,10036.0,,188,421,134550000.0,282524910.0,,15742350.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
91535,1013740014,1374,14,,CRP/AAC 650 MADISON O,O3,4,200,245,27.0,226000000,72000000,101700000,0,0,,650 MADISON AVENUE,10022.0,,200,245,72000000.0,99536870.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
92088,1009390006E,939,6,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,2 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
92323,1012960001E,1296,1,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 55 STREET,10022.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
93105,1009990029,999,29,,SLG 1185 SIXTH A LLC,O3,4,200,225,42.0,330000000,54000000,148500000,0,23104800,1985.0,1185 AVENUE OF THE AMER,10036.0,,197,209,54000000.0,143052877.0,,23104800.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
93154,1007070001E,707,1,E,CONRAIL CORP,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
94468,1012960046,1296,46,,15042 ESTATE BORROWIN,O3,4,420,197,42.0,347000000,50850000,156150000,0,0,,128 EAST 42 STREET,10017.0,,420,197,50850000.0,155180000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
94670,1012760058E,1276,58,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
94689,1012651087,1265,1087,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,14472518,1578814,6512633,1578814,6512633,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1578814.0,5669108.0,1578814.0,5669108.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
96718,1021340300E,2134,300,E,DEPT RE-CITY OF NY,U1,3,0,0,,0,0,0,0,0,,WEST 155 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
97421,2055090001,5509,1,,SILVER BEACH GARDENS,A8,1D,220,470,1.0,11765000,260064,475841,84977,84977,1010.0,SILVER BEACH,10465.0,,16,30,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
97788,4163500021,16350,21,,DEPT RE-CITY OF NY,V1,4,406,365,,25000000,11250000,11250000,11250000,11250000,4600.0,198-01 ROCKAWAY POINT BLVD,11697.0,X3,0,0,9387000.0,9387000.0,9387000.0,9387000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
100718,4158490001F,15849,1,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
101016,1007819002,781,9002,,ELI ACQUISITION LLC,O3,4,455,257,31.0,310000000,31500000,139500000,0,0,,2 PENN PLAZA,10001.0,,354,139,31500000.0,132210000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
101537,1012810021E,1281,21,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,MADISON AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
102379,2055060001,5506,1,,SILVER BEACH GARDENS,A8,1D,999,556,1.0,55860000,1217059,2258636,403350,403350,1010.0,SILVER BEACH,10465.0,,16,30,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
103034,1009390007E,939,7,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
103668,1000160230,16,230,,,D3,2,196,101,22.0,22941000,900000,10323450,900000,900000,6800.0,300 NORTH END AVENUE,10282.0,,0,0,747204.0,10170654.0,747204.0,747204.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
104180,4158490001G,15849,1,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,,,X4,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
104858,1000163764,16,3764,,"GRIFFIN, MATTHEW",R4,2,0,0,31.0,339651,17226,152843,17226,152843,6800.0,2 RIVER TERRACE,10282.0,,0,0,6297.0,154917.0,6297.0,154917.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
105153,5000140032,14,32,,RC CHUR ST PETERS,W2,4,435,174,4.0,2530000,426150,1138500,426150,1138500,1022.0,300 CARROLL PLACE,10307.0,X5,197,60,380970.0,1017900.0,380970.0,1017900.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
106017,1012651019,1265,1019,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9870082,1076733,4441537,1076733,4441537,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1076733.0,3866264.0,1076733.0,3866264.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
107679,1011340001,1134,1,,CITY OF NEW YORK,P1,4,709,736,5.0,502352000,163800000,226058400,163800000,226058400,1630.0,60 COLUMBUS AVENUE,10023.0,X7,260,198,147666908.0,205119758.0,147666908.0,205119758.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
108342,4103360012F,10336,12,F,CITY OF NY DPW,U9,3,15,50,,0,0,0,0,0,,107 AVENUE,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
111319,1013070001,1307,1,,375 PARK AVE LP,O4,4,200,302,38.0,382000000,42390000,171900000,0,0,,375 PARK AVENUE,10022.0,,196,279,42390000.0,141010000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
111899,1006760003F,676,3,F,,U9,3,0,0,,0,0,0,0,0,,11 AVENUE,10001.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
113520,1013720054E,1372,54,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
115273,1007090017E,709,17,E,CONRAIL,U6,3,0,0,,0,0,0,0,0,,WEST 37 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
115567,1012651056,1265,1056,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9205699,1004255,4142565,1004255,4142565,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1004255.0,3606013.0,1004255.0,3606013.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
117775,1006760003G,676,3,G,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
119185,2031360001F,3136,1,F,CONSOLIDATED EDISON C,V0,1B,15,244,,1170000,621,621,0,0,,WEST FARMS ROAD,10460.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
120406,1009620008E,962,8,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 30 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
121511,4070210001,7021,1,,DORMITORY AUTHORITY O,W6,4,1745,1107,5.0,518500000,40725000,233325000,40725000,233325000,1601.0,8150A UTOPIA PARKWAY,11432.0,X7,304,171,37737000.0,203625000.0,37737000.0,203625000.0,4500.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
122041,1012961001E,1296,1001,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
122168,2055140002,5514,2,,"TAFFE, THOMAS",A8,1D,200,550,1.0,13180000,284161,532751,140434,140434,1010.0,14D EDGEWATER PARK,10465.0,,18,45,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
123255,1021700368E,2170,368,E,HAVEN BRIDGE INC,U1,3,367,15,,0,0,0,0,0,,WADSWORTH TERRACE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
125361,1012651017,1265,1017,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9119929,994900,4103968,994900,4103968,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,994900.0,3572416.0,994900.0,3572416.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
130175,1012651080,1265,1080,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,8997007,977507,4048653,0,790684,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,977507.0,3588653.0,,790684.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
130195,1012651001,1265,1001,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,135114,14743,60801,14743,60801,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,14743.0,52920.0,14743.0,52920.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
132019,1000870001F,87,1,F,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,BROADWAY,10007.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
138002,1017750003E,1775,3,E,CON EDISON,U9,3,40,115,,0,0,0,0,0,,EAST 127 STREET,10035.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
140760,3074410059,7441,59,,DANIEL  E. RAUSHER,A5,1,21,100,1.0,520000,14982,24422,1620,1620,1017.0,26 COURT STREET,11242.0,,21,45,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
140837,1012657501,1265,7501,,YILDIZ HOLDING A.S.,R0,2,175,545,70.0,0,0,0,0,0,,1250 AVENUE OF THE AMER,10020.0,,0,545,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
141828,1012580009,1258,9,,"1114 TRIZECHAHN-SWIG,",O4,4,234,200,47.0,382000000,52650000,171900000,0,0,,1114 AVENUE OF THE AMER,10036.0,,100,433,52650000.0,169660000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
142347,1012651033,1265,1033,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10451343,1140142,4703104,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1140142.0,4093951.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
142536,1012651044,1265,1044,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9608476,1048194,4323814,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1048194.0,3763791.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
145215,1006910027E,691,27,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
147972,4033340260F,3334,260,F,LIRR,U7,3,150,36,,0,0,0,0,0,,AUSTIN STREET,11375.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
148276,1003950022E,395,22,E,CON EDISON SEWER,U2,3,60,292,,20000,9000,9000,9000,9000,5101.0,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
149723,1012651099,1265,1099,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3204296,349555,1441933,349555,1441933,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,349555.0,1255169.0,349555.0,1255169.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
154770,1012651086,1265,1086,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,15098819,1647135,6794469,1647135,6794469,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1647135.0,5914442.0,1647135.0,5914442.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
155782,1000580001E,58,1,E,LOWER MANHATTAN DEVEL,U7,3,0,0,,0,0,0,0,0,,WORLD TRADE CENTER,10048.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
156401,2026050040,2605,40,,CITY OF NEW YORK,Y3,4,999,999,6.0,1021000000,83700000,459450000,83700000,459450000,2131.0,10-01 HAZEN STREET,11370.0,X1,0,0,81147600.0,457257600.0,81147600.0,457257600.0,2132.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
159124,1010710023E,1071,23,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,WEST 42 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
